frame_index,stamp_sec,stamp_nsec,global_x,global_y
0,265,81000000,-2.424401,-7.772032
1,265,180000000,-2.327491,-7.798116
2,265,280000000,-2.230150,-7.822046
3,265,380000000,-2.131853,-7.848246
4,265,480000000,-2.034512,-7.871495
5,265,580000000,-1.937246,-7.894885
6,265,680000000,-1.843725,-7.920049
7,265,780000000,-1.745791,-7.940207
8,265,880000000,-1.647683,-7.959419
9,265,979000000,-1.544906,-7.977717
10,266,79000000,-1.446271,-7.993927
11,266,180000000,-1.347468,-8.009012
12,266,280000000,-1.254416,-8.024243
13,266,380000000,-1.155566,-8.038987
14,266,480000000,-1.056644,-8.053270
15,266,580000000,-0.963852,-8.072743
16,266,681000000,-0.864673,-8.085149
17,266,781000000,-0.765370,-8.096555
18,266,881000000,-0.673531,-8.114445
19,266,981000000,-0.574050,-8.124222
20,267,80000000,-0.474493,-8.133250
21,267,181000000,-0.375921,-8.146820
22,267,281000000,-0.276224,-8.154194
23,267,381000000,-0.176466,-8.160741
24,267,481000000,-0.075462,-8.162813
25,267,581000000,0.024453,-8.166251
26,267,681000000,0.124391,-8.168931
27,267,781000000,0.228783,-8.180954
28,267,881000000,0.328659,-8.185374
29,267,981000000,0.428547,-8.189852
30,268,81000000,0.530251,-8.180799
31,268,180000000,0.630235,-8.180288
32,268,280000000,0.730202,-8.178317
33,268,381000000,0.810398,-8.184075
34,268,481000000,0.920395,-8.183907
35,268,581000000,1.020383,-8.184191
36,268,681000000,1.119387,-8.177532
37,268,781000000,1.219338,-8.174763
38,268,881000000,1.319246,-8.170764
39,268,981000000,1.401962,-8.167334
40,269,81000000,1.501849,-8.162799
41,269,181000000,1.601725,-8.157962
42,269,281000000,1.687012,-8.159496
43,269,381000000,1.786861,-8.153917
44,269,481000000,1.886606,-8.146695
45,269,581000000,1.979505,-8.126436
46,269,681000000,2.078823,-8.114717
47,269,781000000,2.178094,-8.102603
48,269,881000000,2.286627,-8.087429
49,269,981000000,2.385841,-8.074677
50,270,81000000,2.484708,-8.059481
51,270,181000000,2.575875,-8.044582
52,270,281000000,2.673999,-8.024977
53,270,381000000,2.771878,-8.003853
54,270,481000000,2.857407,-7.983195
55,270,581000000,2.927782,-7.959793
56,270,681000000,3.017776,-7.926582
57,270,781000000,3.129583,-7.881130
58,270,881000000,3.219297,-7.834810
59,270,981000000,3.305390,-7.785358
60,271,80000000,3.400135,-7.733367
61,271,181000000,3.482428,-7.675698
62,271,281000000,3.562668,-7.614703
63,271,381000000,3.626343,-7.559826
64,271,481000000,3.676277,-7.509993
65,271,581000000,3.737888,-7.438945
66,271,680000000,3.800627,-7.364854
67,271,780000000,3.867045,-7.288601
68,271,881000000,3.927851,-7.208871
69,271,981000000,3.984546,-7.125346
70,272,81000000,4.029754,-7.039492
71,272,181000000,4.080001,-6.951231
72,272,281000000,4.122624,-6.859151
73,272,381000000,4.162365,-6.765885
74,272,481000000,4.201877,-6.676256
75,272,581000000,4.237708,-6.581719
76,272,681000000,4.270413,-6.486211
77,272,780000000,4.301037,-6.390122
78,272,881000000,4.312139,-6.280326
79,272,980000000,4.334753,-6.182320
80,273,81000000,4.354737,-6.083861
81,273,181000000,4.368412,-5.987174
82,273,281000000,4.385906,-5.888407
83,273,381000000,4.402848,-5.789581
84,273,481000000,4.414737,-5.682615
85,273,581000000,4.427557,-5.583250
86,273,681000000,4.436904,-5.483545
87,273,781000000,4.438901,-5.369282
88,273,881000000,4.442609,-5.269252
89,273,981000000,4.446503,-5.169214
90,274,80000000,4.454214,-5.068609
91,274,181000000,4.450769,-4.994999
92,274,281000000,4.445068,-4.899004
93,274,381000000,4.440708,-4.823720
94,274,481000000,4.427548,-4.756319
95,274,581000000,4.411873,-4.690973
96,274,681000000,4.398812,-4.628005
97,274,781000000,4.376573,-4.565390
98,274,880000000,4.349782,-4.504390
99,274,981000000,4.321244,-4.449057
100,275,81000000,4.275956,-4.366849
101,275,181000000,4.234430,-4.307766
102,275,281000000,4.170177,-4.239409
103,275,381000000,4.119579,-4.185077
104,275,481000000,4.051917,-4.113897
105,275,581000000,3.996014,-4.064066
106,275,681000000,3.918570,-3.999756
107,275,781000000,3.859044,-3.954250
108,275,881000000,3.778613,-3.898106
109,275,981000000,3.693577,-3.844176
110,276,81000000,3.589467,-3.804133
111,276,181000000,3.496870,-3.759415
112,276,281000000,3.393461,-3.714834
113,276,381000000,3.393461,-3.714834
114,276,482000000,3.183515,-3.640505
115,276,581000000,3.183515,-3.640505
116,276,681000000,3.088173,-3.604420
117,276,781000000,2.991164,-3.573351
118,276,881000000,2.887578,-3.544944
119,276,981000000,2.789183,-3.520442
120,277,81000000,2.690763,-3.497102
121,277,181000000,2.590484,-3.470419
122,277,281000000,2.491940,-3.449549
123,277,381000000,2.393300,-3.429996
124,277,481000000,2.288441,-3.415408
125,277,581000000,2.189264,-3.400236
126,277,681000000,2.090124,-3.384697
127,277,781000000,1.987817,-3.366049
128,277,881000000,1.915876,-3.347808
129,277,981000000,1.849479,-3.325884
130,278,81000000,1.783164,-3.302725
131,278,181000000,1.723064,-3.274356
132,278,280000000,1.643931,-3.227562
133,278,381000000,1.554515,-3.176650
134,278,481000000,1.473005,-3.120455
135,278,581000000,1.392791,-3.059537
136,278,681000000,1.338526,-3.017018
137,278,781000000,1.266666,-2.950732
138,278,881000000,1.210125,-2.890781
139,278,981000000,1.145762,-2.818164
140,279,81000000,1.095154,-2.744563
141,279,181000000,1.036890,-2.662253
142,279,281000000,0.982484,-2.576447
143,279,381000000,0.930111,-2.488959
144,279,482000000,0.897079,-2.395500
145,279,581000000,0.849792,-2.305140
146,279,681000000,0.805864,-2.213310
147,279,781000000,0.763031,-2.121200
148,279,881000000,0.715754,-2.016912
149,279,981000000,0.674496,-1.924552
150,280,82000000,0.634464,-1.831815
151,280,181000000,0.599104,-1.754326
152,280,281000000,0.565342,-1.659499
153,280,381000000,0.533734,-1.564072
154,280,481000000,0.496409,-1.469990
155,280,581000000,0.468682,-1.373565
156,280,681000000,0.443398,-1.276556
157,280,781000000,0.431333,-1.175918
158,280,881000000,0.409129,-1.078273
159,280,981000000,0.388779,-0.980272
160,281,81000000,0.378002,-0.880173
161,281,181000000,0.359446,-0.771631
162,281,281000000,0.342098,-0.673650
163,281,381000000,0.313645,-0.583696
164,281,481000000,0.296485,-0.485214
165,281,581000000,0.282089,-0.386242
166,281,681000000,0.293454,-0.284908
167,281,781000000,0.284498,-0.185267
168,281,881000000,0.276884,-0.085377
169,281,981000000,0.264253,0.004255
170,282,81000000,0.270053,0.085426
171,282,181000000,0.280890,0.179513
172,282,281000000,0.298180,0.247046
173,282,381000000,0.319406,0.312428
174,282,481000000,0.345370,0.373550
175,282,581000000,0.408746,0.464138
176,282,682000000,0.441792,0.525576
177,282,781000000,0.487830,0.607899
178,282,881000000,0.548542,0.692303
179,282,981000000,0.604946,0.775012
180,283,81000000,0.664726,0.857093
181,283,181000000,0.719924,0.917314
182,283,281000000,0.786395,0.989625
183,283,381000000,0.859000,1.058364
184,283,481000000,0.933492,1.126699
185,283,581000000,1.016369,1.190129
186,283,681000000,1.095483,1.254325
187,283,781000000,1.177567,1.314669
188,283,881000000,1.260229,1.374159
189,283,981000000,1.344468,1.433207
190,284,81000000,1.430391,1.487290
191,284,181000000,1.518927,1.536517
192,284,281000000,1.608314,1.583930
193,284,381000000,1.710479,1.618812
194,284,481000000,1.803409,1.657969
195,284,581000000,1.898209,1.691822
196,284,681000000,1.993036,1.725222
197,284,781000000,2.093108,1.745771
198,284,881000000,2.188833,1.775798
199,284,981000000,2.285198,1.803397
200,285,81000000,2.376172,1.831862
201,285,181000000,2.481895,1.862923
202,285,281000000,2.578038,1.890677
203,285,381000000,2.672600,1.918661
204,285,481000000,2.767576,1.950042
205,285,581000000,2.862749,1.981165
206,285,681000000,2.959256,2.016820
207,285,781000000,3.025220,2.049732
208,285,881000000,3.109946,2.095112
209,285,981000000,3.168085,2.116520
210,286,81000000,3.247049,2.169317
211,286,181000000,3.303482,2.212832
212,286,281000000,3.376798,2.268512
213,286,381000000,3.428810,2.317821
214,286,481000000,3.494737,2.387002
215,286,581000000,3.543472,2.444009
216,286,681000000,3.602335,2.519952
217,286,781000000,3.658994,2.601104
218,286,881000000,3.712099,2.686591
219,286,981000000,3.763419,2.763981
220,287,81000000,3.812130,2.853628
221,287,181000000,3.859199,2.944316
222,287,281000000,3.904069,3.036087
223,287,381000000,3.933511,3.140163
224,287,481000000,3.972230,3.234283
225,287,581000000,4.008820,3.328990
226,287,681000000,4.044761,3.423692
227,287,781000000,4.077772,3.525143
228,287,881000000,4.113388,3.619560
229,287,981000000,4.146965,3.714557
230,288,81000000,4.165406,3.812107
231,288,181000000,4.193146,3.908713
232,288,281000000,4.218532,4.005872
233,288,381000000,4.242669,4.104631
234,288,481000000,4.257615,4.177476
235,288,581000000,4.272935,4.272376
236,288,681000000,4.255900,4.349839
237,288,780000000,4.261016,4.444576
238,288,881000000,4.260080,4.516063
239,288,981000000,4.243925,4.624055
240,289,81000000,4.234871,4.721384
241,289,181000000,4.219687,4.829248
242,289,281000000,4.198601,4.930461
243,289,381000000,4.178920,4.996538
244,289,481000000,4.146609,5.090539
245,289,581000000,4.117481,5.154682
246,289,681000000,4.072113,5.250853
247,289,781000000,4.035792,5.318880
248,289,881000000,3.988604,5.399801
249,289,981000000,3.953654,5.461829
250,290,81000000,3.898143,5.539054
251,290,181000000,3.836857,5.616252
252,290,281000000,3.756966,5.690816
253,290,381000000,3.684410,5.761988
