frame_index,stamp_sec,stamp_nsec,base_link_x,base_link_y,base_link_yaw,base_link_op_x,base_link_op_y,base_link_op_yaw
10,11425,403000000,0.920286,-1.684419,2.323881,1.949489,1.726884,0.323972
11,11425,503000000,0.920286,-1.684419,2.323888,2.034242,1.754095,0.322295
12,11425,603000000,0.920286,-1.684419,2.323881,2.128330,1.749705,0.301737
13,11425,703000000,0.920286,-1.684419,2.323884,2.221137,1.776888,0.297999
14,11425,803000000,0.920286,-1.684419,2.323887,2.317428,1.806350,0.299265
15,11425,904000000,0.920286,-1.684419,2.323887,2.416479,1.824326,0.294132
16,11426,3000000,0.920286,-1.684419,2.323888,2.512206,1.853089,0.295328
17,11426,103000000,0.920286,-1.684419,2.323887,2.597721,1.879255,0.304303
18,11426,203000000,0.920286,-1.684419,2.323890,2.681916,1.901255,0.321679
19,11426,303000000,0.920286,-1.684419,2.323893,2.776175,1.933711,0.344359
20,11426,403000000,0.920286,-1.684419,2.323893,2.869476,1.968881,0.363390
21,11426,503000000,0.920286,-1.684419,2.323906,2.952224,1.986753,0.395992
22,11426,603000000,0.920286,-1.684419,2.299103,3.122403,2.069469,0.494341
23,11426,703000000,0.863348,-1.620966,2.273111,3.185153,2.109511,0.562339
24,11426,803000000,0.776061,-1.519361,2.273111,3.226302,2.155770,0.628762
25,11426,903000000,0.700715,-1.430123,2.273112,3.302878,2.215715,0.657503
26,11427,3000000,0.636032,-1.353457,2.273075,3.377572,2.276024,0.693902
27,11427,103000000,0.566992,-1.271636,2.273074,3.446022,2.336167,0.779063
28,11427,203000000,0.502340,-1.195039,2.273078,3.490795,2.387435,0.828982
29,11427,303000000,0.431336,-1.110976,2.273075,3.553329,2.460838,0.860123
30,11427,403000000,0.360725,-1.027274,2.263692,3.597125,2.545427,0.900646
31,11427,503000000,0.295479,-0.940694,2.146928,3.656346,2.626318,0.954922
32,11427,603000000,0.245369,-0.845748,1.984732,3.711385,2.711137,0.995193
33,11427,703000000,0.217153,-0.754465,1.821051,3.755802,2.772836,1.028648
34,11427,803000000,0.205433,-0.649070,1.648560,3.804882,2.861785,1.065828
35,11427,903000000,0.199331,-0.558908,1.660813,3.851757,2.951918,1.079070
36,11428,3000000,0.193897,-0.455315,1.660835,3.897750,3.042362,1.101715
37,11428,103000000,0.187194,-0.352829,1.660838,3.924987,3.140170,1.118292
38,11428,203000000,0.179684,-0.251147,1.660838,3.967757,3.231813,1.134771
39,11428,303000000,0.176834,-0.174173,1.666197,4.004825,3.314821,1.144959
40,11428,403000000,0.167966,-0.073766,1.666196,4.044927,3.407285,1.168513
41,11428,503000000,0.158905,0.026139,1.666194,4.061898,3.498971,1.187761
42,11428,603000000,0.175844,0.124994,1.666042,4.098157,3.592727,1.204262
43,11428,703000000,0.169594,0.224668,1.589657,4.132887,3.686957,1.214735
44,11428,803000000,0.180024,0.320682,1.448648,4.148839,3.785319,1.243729
45,11428,903000000,0.206230,0.417522,1.245129,4.179669,3.880723,1.253288
46,11429,3000000,0.249738,0.496969,1.049474,4.206533,3.966716,1.275837
47,11429,103000000,0.338331,0.571564,0.830160,4.223521,4.056518,1.330790
48,11429,203000000,0.421272,0.629332,0.714202,4.243017,4.154381,1.367518
49,11429,303000000,0.502540,0.692959,0.714251,4.260493,4.253163,1.413317
50,11429,403000000,0.627221,0.764121,0.694879,4.264399,4.347931,1.448369
51,11429,503000000,0.698513,0.819826,0.694879,4.272461,4.437702,1.490640
52,11429,603000000,0.777060,0.882615,0.694929,4.276698,4.537823,1.529770
53,11429,703000000,0.866889,0.940615,0.691763,4.279710,4.628328,1.581112
54,11429,803000000,0.944476,1.003532,0.691766,4.273645,4.702935,1.639258
55,11429,903000000,1.068141,1.053852,0.674907,4.263120,4.772468,1.708382
56,11430,3000000,1.156109,1.115926,0.659430,4.256066,4.836656,1.761951
57,11430,103000000,1.238249,1.172241,0.547398,4.235376,4.926459,1.808322
58,11430,203000000,1.337032,1.231042,0.541910,4.213932,4.993383,1.852907
59,11430,303000000,1.423387,1.280866,0.541888,4.174979,5.087224,1.907787
60,11430,403000000,1.500517,1.325799,0.541892,4.149424,5.145438,1.958559
61,11430,503000000,1.586351,1.376416,0.541894,4.110453,5.232340,2.006161
62,11430,603000000,1.684986,1.403579,0.526711,4.053636,5.290639,2.067651
63,11430,703000000,1.769780,1.452108,0.526740,4.001264,5.379114,2.107029
64,11430,803000000,1.856715,1.502406,0.526684,3.948958,5.460321,2.148417
65,11430,903000000,1.943356,1.552590,0.526687,3.890582,5.537653,2.180211
66,11431,3000000,2.011383,1.618382,0.587037,3.829564,5.618156,2.229326
67,11431,105000000,2.090422,1.679372,0.722856,3.764698,5.696633,2.273501
68,11431,204000000,2.163029,1.748200,0.729943,3.694991,5.771324,2.347170
69,11431,304000000,2.237310,1.800014,0.724748,3.652752,5.807567,2.394719
70,11431,404000000,2.311100,1.867362,0.724777,3.578947,5.871405,2.427055
71,11431,504000000,2.385146,1.934369,0.724785,3.502487,5.934745,2.446883
72,11431,604000000,2.482953,1.999700,0.724406,3.423207,5.996178,2.500022
73,11431,705000000,2.557121,2.066529,0.748020,3.343451,6.032806,2.555309
74,11431,804000000,2.626189,2.138625,0.844807,3.260923,6.083668,2.599404
75,11431,904000000,2.697166,2.205715,0.838840,3.174407,6.131626,2.633072
76,11432,4000000,2.762892,2.280988,0.838939,3.085748,6.178073,2.660815
77,11432,104000000,2.822131,2.348445,0.838964,2.982907,6.198355,2.701824
78,11432,204000000,2.888352,2.423239,0.838791,2.890564,6.239366,2.718378
79,11432,304000000,2.950421,2.491842,0.838021,2.797495,6.279075,2.731045
80,11432,404000000,3.016978,2.566321,0.838029,2.704103,6.318026,2.749866
81,11432,504000000,3.083119,2.640355,0.838046,2.601034,6.345396,2.790027
82,11432,604000000,3.149682,2.714598,0.838055,2.505172,6.377725,2.820723
83,11432,704000000,3.216639,2.789120,0.838054,2.408990,6.407288,2.846308
84,11432,804000000,3.269773,2.875777,0.843010,2.312207,6.434863,2.869414
85,11432,904000000,3.336273,2.950478,0.843014,2.213140,6.482255,2.886434
86,11433,4000000,3.402755,3.025140,0.843014,2.115326,6.505326,2.921014
87,11433,104000000,3.463485,3.096039,0.840681,2.026496,6.521864,2.960504
88,11433,204000000,3.530137,3.170517,0.840680,1.938855,6.555252,2.984668
89,11433,304000000,3.596786,3.244987,0.840673,1.839305,6.567793,3.018342
90,11433,404000000,3.662241,3.320487,0.904446,1.739450,6.577122,3.050856
91,11433,504000000,3.717059,3.412207,1.057957,1.652114,6.599941,3.063302
92,11433,604000000,3.759935,3.502950,1.109494,1.552082,6.605579,3.087180
93,11433,704000000,3.802350,3.593820,1.109490,1.451963,6.608452,3.109101
94,11433,804000000,3.845343,3.684308,1.109477,1.354543,6.595835,3.134141
95,11433,904000000,3.864402,3.790641,1.122859,1.254465,6.595014,3.137284
96,11434,4000000,3.949653,3.971683,1.127437,1.054416,6.595133,3.134301
97,11434,104000000,3.985230,4.054325,1.217854,0.970059,6.595021,3.139786
98,11434,204000000,4.011006,4.151085,1.386396,0.870076,6.594395,-3.135001
99,11434,304000000,3.983407,4.245235,1.596045,0.770111,6.592982,-3.125499
100,11434,404000000,3.968211,4.345472,1.707292,0.696736,6.604967,-3.118451
101,11434,504000000,3.932218,4.447923,1.714169,0.596829,6.601459,-3.102701
102,11434,604000000,3.914599,4.547230,1.714221,0.496985,6.596427,-3.092919
103,11434,704000000,3.897912,4.646444,1.714238,0.407627,6.591481,-3.087070
104,11434,804000000,3.891803,4.745858,1.707375,0.307845,6.585419,-3.084329
105,11434,904000000,3.876959,4.845057,1.707451,0.208074,6.579228,-3.080939
106,11435,4000000,3.861323,4.944040,1.758960,0.104447,6.587240,-3.080606
107,11435,104000000,3.844630,5.018323,1.901323,0.014749,6.580802,-3.067366
108,11435,204000000,3.800700,5.108827,2.093910,-0.084868,6.572374,-3.057976
109,11435,304000000,3.728343,5.179732,2.279739,-0.172707,6.562133,-3.053926
110,11435,404000000,3.658081,5.252985,2.281753,-0.272255,6.552935,-3.052974
111,11435,504000000,3.589200,5.326938,2.281770,-0.371806,6.543796,-3.051621
112,11435,604000000,3.518241,5.394736,2.280034,-0.471899,6.522119,-3.049985
113,11435,704000000,3.451237,5.469691,2.280032,-0.571460,6.513093,-3.053557
114,11435,804000000,3.384768,5.544915,2.284390,-0.671047,6.504352,-3.054511
115,11435,904000000,3.293347,5.618816,2.378230,-0.766153,6.511219,-3.051947
116,11436,4000000,3.214550,5.681050,2.537537,-0.865641,6.501379,-3.038122
117,11436,104000000,3.124198,5.728969,2.562268,-0.964996,6.490220,-3.028011
118,11436,204000000,3.038499,5.781557,2.562368,-1.055924,6.470336,-3.023814
119,11436,304000000,2.922710,5.827203,2.577835,-1.155193,6.458428,-3.025349
120,11436,404000000,2.845407,5.873823,2.604783,-1.244535,6.447856,-3.025734
121,11436,504000000,2.755648,5.918445,2.750161,-1.339672,6.443214,-3.026592
122,11436,604000000,2.659516,5.948083,2.838474,-1.438947,6.431331,-3.018797
123,11436,704000000,2.567044,5.973303,2.832582,-1.538019,6.418444,-3.012545
124,11436,804000000,2.470676,6.001547,2.853001,-1.635252,6.387085,-3.003758
125,11436,904000000,2.372961,6.023612,2.989670,-1.734359,6.373575,-3.011253
126,11437,4000000,2.260919,6.011465,-3.105767,-1.833552,6.360813,-3.012754
127,11437,104000000,2.160487,6.000644,-3.073356,-1.945006,6.335062,-3.009510
128,11437,204000000,2.060247,5.990247,-3.073339,-2.044138,6.321936,-3.007485
129,11437,305000000,1.964338,5.981664,-3.079724,-2.143219,6.308458,-3.004970
130,11437,405000000,1.874239,5.974194,-3.079929,-2.237750,6.284479,-2.993009
131,11437,505000000,1.774228,5.966650,-3.080092,-2.336600,6.269409,-2.990661
132,11437,605000000,1.668170,5.955369,-3.077762,-2.435390,6.253954,-2.979367
133,11437,705000000,1.568270,5.948292,-3.077977,-2.527457,6.241555,-2.967779
134,11437,805000000,1.468398,5.941442,-3.078139,-2.625728,6.223059,-2.944465
135,11437,905000000,1.376878,5.936111,-3.084606,-2.723348,6.201339,-2.905684
136,11438,5000000,1.277002,5.930174,-3.084703,-2.825052,6.181323,-2.886173
137,11438,105000000,1.177137,5.924321,-3.084763,-2.921243,6.153819,-2.851439
138,11438,205000000,1.074109,5.939742,-3.091919,-3.016369,6.122736,-2.826722
139,11438,305000000,0.974219,5.934702,-3.092011,-3.101569,6.101613,-2.793649
140,11438,405000000,0.874333,5.929696,-3.092075,-3.194596,6.064609,-2.761490
141,11438,505000000,0.776919,5.918208,-3.088775,-3.286143,6.024049,-2.705329
142,11438,605000000,0.677055,5.912911,-3.088863,-3.365479,5.985240,-2.627318
143,11438,705000000,0.577193,5.907629,-3.088930,-3.426674,5.943222,-2.567025
144,11438,805000000,0.479143,5.893456,-3.088074,-3.505164,5.887808,-2.519424
145,11438,905000000,0.379286,5.888107,-3.088161,-3.571623,5.806072,-2.456671
146,11439,5000000,0.279429,5.882768,-3.088228,-3.646108,5.740556,-2.423443
147,11439,105000000,0.171578,5.873283,-3.086886,-3.718403,5.671548,-2.383120
148,11439,205000000,0.081715,5.868365,-3.086962,-3.784632,5.608866,-2.354410
149,11439,305000000,-0.018135,5.862909,-3.087027,-3.852108,5.534279,-2.294924
150,11439,405000000,-0.118134,5.849972,-3.077780,-3.915428,5.455912,-2.235849
151,11439,505000000,-0.217929,5.843600,-3.077857,-3.957003,5.387402,-2.185109
152,11439,605000000,-0.317719,5.837227,-3.077917,-4.010349,5.304394,-2.144737
153,11439,705000000,-0.413682,5.840402,-3.084353,-4.059951,5.218491,-2.092958
154,11439,805000000,-0.513518,5.834652,-3.076940,-4.106531,5.131547,-2.052792
155,11439,905000000,-0.612874,5.823766,-2.954699,-4.129734,5.020175,-2.006207
156,11440,5000000,-0.702836,5.800776,-2.826047,-4.169990,4.928338,-1.991491
157,11440,105000000,-0.797336,5.766936,-2.826187,-4.209183,4.835732,-1.980352
158,11440,205000000,-0.891982,5.733820,-2.826186,-4.247776,4.742756,-1.964001
159,11440,305000000,-0.975682,5.704713,-2.828745,-4.267601,4.637070,-1.921107
160,11440,405000000,-1.070609,5.672822,-2.828746,-4.299218,4.541475,-1.891680
161,11440,505000000,-1.165598,5.641239,-2.828755,-4.329210,4.445419,-1.878614
162,11440,605000000,-1.255534,5.608486,-2.827138,-4.358031,4.349092,-1.868222
163,11440,705000000,-1.341042,5.580241,-2.827137,-4.407046,4.281188,-1.864607
164,11440,805000000,-1.436081,5.549016,-2.827135,-4.433785,4.184424,-1.831264
165,11440,905000000,-1.536565,5.524027,-2.827706,-4.457057,4.086811,-1.797139
166,11441,5000000,-1.631651,5.493004,-2.827705,-4.479851,3.980261,-1.770012
167,11441,105000000,-1.726746,5.462025,-2.827698,-4.498126,3.881676,-1.759298
168,11441,205000000,-1.818787,5.428475,-2.832005,-4.515561,3.782993,-1.752192
169,11441,305000000,-1.914024,5.397958,-2.832009,-4.534737,3.698766,-1.744022
170,11441,405000000,-1.999739,5.370504,-2.832007,-4.548976,3.609792,-1.730920
171,11441,505000000,-2.087218,5.340587,-2.832546,-4.563588,3.510758,-1.713280
172,11441,605000000,-2.182477,5.310156,-2.832528,-4.583744,3.428618,-1.703478
173,11441,705000000,-2.277736,5.279726,-2.832496,-4.595525,3.329239,-1.683332
174,11441,805000000,-2.365144,5.224352,-2.823732,-4.604393,3.229653,-1.663566
175,11441,905000000,-2.460135,5.193096,-2.823728,-4.629680,3.124544,-1.656441
176,11442,5000000,-2.555126,5.161841,-2.823731,-4.636666,3.024715,-1.637305
177,11442,105000000,-2.629385,5.130997,-2.822906,-4.641619,2.924777,-1.617404
178,11442,205000000,-2.724350,5.099663,-2.822907,-4.640022,2.818234,-1.601957
179,11442,305000000,-2.819314,5.068331,-2.822907,-4.642170,2.718220,-1.597657
180,11442,405000000,-2.905636,5.033298,-2.820500,-4.644151,2.618217,-1.596102
181,11442,505000000,-3.000526,5.001740,-2.820549,-4.654412,2.530606,-1.595267
182,11442,605000000,-3.095416,4.970184,-2.820546,-4.655992,2.430613,-1.585091
183,11442,705000000,-3.176497,4.929613,-2.795059,-4.656459,2.330610,-1.574161
184,11442,805000000,-3.268527,4.890574,-2.675093,-4.642776,2.234577,-1.562648
185,11442,905000000,-3.345493,4.843520,-2.538762,-4.641705,2.144599,-1.566183
186,11443,5000000,-3.397400,4.785713,-2.355493,-4.641356,2.044605,-1.572793
187,11443,105000000,-3.462757,4.708529,-2.312524,-4.632326,1.942657,-1.571412
188,11443,205000000,-3.528205,4.631809,-2.312502,-4.632466,1.842667,-1.575111
189,11443,305000000,-3.588010,4.553822,-2.308705,-4.633133,1.742678,-1.578335
190,11443,405000000,-3.654028,4.478132,-2.289017,-4.626944,1.638846,-1.577705
191,11443,505000000,-3.714696,4.398177,-2.160755,-4.627742,1.538860,-1.579450
192,11443,605000000,-3.757047,4.313132,-2.009860,-4.628775,1.438875,-1.581293
193,11443,705000000,-3.790022,4.217516,-1.917408,-4.639126,1.350594,-1.586965
194,11443,805000000,-3.818637,4.134570,-1.920192,-4.640532,1.250614,-1.579901
195,11443,905000000,-3.850356,4.038983,-1.920186,-4.640998,1.160632,-1.573989
196,11444,5000000,-3.884382,3.936669,-1.911112,-4.659502,1.056909,-1.576843
197,11444,105000000,-3.912617,3.840326,-1.805509,-4.659718,0.956917,-1.568417
198,11444,205000000,-3.926205,3.740673,-1.677011,-4.658793,0.856926,-1.559747
199,11444,305000000,-3.933566,3.640267,-1.677099,-4.656052,0.753506,-1.559978
200,11444,405000000,-3.944848,3.541587,-1.681424,-4.654839,0.653518,-1.561572
201,11444,505000000,-3.953302,3.441590,-1.639746,-4.653930,0.553527,-1.564917
202,11444,605000000,-3.937986,3.340484,-1.565107,-4.664643,0.445494,-1.573489
203,11444,705000000,-3.935266,3.240162,-1.565126,-4.664795,0.345500,-1.568715
204,11444,805000000,-3.933156,3.139929,-1.565127,-4.664225,0.245506,-1.563405
205,11444,905000000,-3.933561,3.047194,-1.567828,-4.656108,0.159972,-1.564053
206,11445,5000000,-3.932476,2.947069,-1.567828,-4.655504,0.059978,-1.568206
207,11445,105000000,-3.918535,2.860327,-1.565401,-4.655481,-0.040018,-1.573298
208,11445,205000000,-3.917597,2.760264,-1.565403,-4.636598,-0.138285,-1.569594
209,11445,305000000,-3.916777,2.660220,-1.565403,-4.636927,-0.238280,-1.581212
210,11445,405000000,-3.909443,2.547257,-1.565040,-4.638781,-0.338262,-1.592062
211,11445,505000000,-3.908731,2.447236,-1.565043,-4.628365,-0.445163,-1.589599
212,11445,605000000,-3.908061,2.347222,-1.565042,-4.630771,-0.545135,-1.597275
213,11445,705000000,-3.906225,2.241251,-1.571444,-4.633955,-0.645086,-1.601298
214,11445,805000000,-3.906282,2.041238,-1.571451,-4.663551,-0.835987,-1.596078
215,11445,905000000,-3.906328,1.941234,-1.571454,-4.665126,-0.935974,-1.580568
216,11446,6000000,-3.900821,1.863282,-1.571886,-4.665331,-1.025976,-1.573291
217,11446,105000000,-3.900921,1.763280,-1.571884,-4.651628,-1.124413,-1.572058
218,11446,205000000,-3.901024,1.663280,-1.571885,-4.651879,-1.224413,-1.577430
219,11446,305000000,-3.893553,1.562549,-1.567637,-4.652600,-1.324402,-1.579465
220,11446,405000000,-3.893238,1.462549,-1.567608,-4.667395,-1.422611,-1.575565
221,11446,505000000,-3.892920,1.362550,-1.567608,-4.667219,-1.522613,-1.565881
222,11446,605000000,-3.915637,1.260842,-1.580942,-4.666162,-1.622611,-1.559568
223,11446,705000000,-3.916548,1.170846,-1.580942,-4.658958,-1.707838,-1.560999
224,11446,805000000,-3.917562,1.070851,-1.580942,-4.657825,-1.807833,-1.562040
225,11446,905000000,-3.922436,0.978620,-1.585313,-4.656776,-1.907828,-1.560435
226,11447,5000000,-3.923886,0.878630,-1.585301,-4.647574,-2.011618,-1.559069
227,11447,105000000,-3.925335,0.778641,-1.585307,-4.646442,-2.111612,-1.560375
228,11447,205000000,-3.932866,0.680012,-1.588610,-4.645393,-2.211606,-1.560511
229,11447,305000000,-3.934646,0.580028,-1.588604,-4.640170,-2.315496,-1.556814
230,11447,405000000,-3.936425,0.480044,-1.588605,-4.638756,-2.415485,-1.557119
231,11447,505000000,-3.934164,0.379428,-1.586382,-4.637414,-2.505474,-1.554214
232,11447,605000000,-3.935722,0.279440,-1.586381,-4.632722,-2.614582,-1.550263
233,11447,705000000,-3.937279,0.179453,-1.586384,-4.630580,-2.714558,-1.549312
234,11447,805000000,-3.956008,0.075601,-1.596460,-4.628290,-2.814531,-1.547631
235,11447,905000000,-3.958572,-0.024366,-1.596446,-4.631690,-2.918025,-1.546588
236,11448,5000000,-3.961129,-0.124334,-1.596386,-4.628781,-3.017980,-1.538351
237,11448,105000000,-3.941015,-0.229769,-1.583811,-4.624855,-3.117904,-1.530298
238,11448,205000000,-3.942317,-0.329761,-1.583832,-4.623030,-3.206889,-1.524587
239,11448,305000000,-3.943621,-0.429752,-1.583834,-4.618259,-3.306778,-1.524823
240,11448,405000000,-3.930114,-0.548397,-1.629279,-4.613564,-3.406669,-1.525260
241,11448,505000000,-3.943653,-0.647454,-1.791531,-4.605545,-3.502575,-1.524132
242,11448,605000000,-3.977004,-0.742162,-1.986850,-4.600857,-3.602465,-1.525024
243,11448,705000000,-4.030716,-0.811777,-2.022469,-4.596751,-3.692371,-1.525380
244,11448,805000000,-4.078086,-0.900705,-2.022458,-4.582905,-3.784242,-1.520303
245,11448,905000000,-4.124438,-0.989924,-2.022455,-4.578064,-3.884124,-1.525077
246,11449,5000000,-4.167626,-1.072779,-2.016360,-4.573831,-3.984035,-1.529960
247,11449,105000000,-4.211226,-1.163061,-1.966583,-4.572686,-4.083623,-1.529919
248,11449,205000000,-4.243390,-1.257827,-1.805976,-4.568578,-4.183539,-1.527388
249,11449,305000000,-4.249050,-1.345877,-1.610568,-4.564112,-4.283439,-1.524045
250,11449,405000000,-4.246658,-1.446668,-1.585055,-4.558441,-4.385304,-1.518564
251,11449,505000000,-4.256994,-1.546135,-1.587980,-4.553164,-4.485165,-1.518682
252,11449,605000000,-4.256478,-1.646551,-1.587986,-4.547971,-4.585030,-1.519584
253,11449,705000000,-4.256586,-1.746848,-1.587986,-4.552513,-4.684463,-1.524172
254,11449,805000000,-4.247080,-1.837600,-1.580960,-4.548012,-4.774351,-1.517585
255,11449,905000000,-4.247257,-1.937754,-1.581022,-4.542168,-4.874181,-1.509771
256,11450,5000000,-4.247678,-2.037863,-1.580995,-4.521085,-4.957331,-1.500170
257,11450,105000000,-4.235615,-2.147407,-1.572484,-4.514060,-5.057085,-1.507675
258,11450,205000000,-4.235562,-2.247447,-1.572479,-4.508313,-5.156920,-1.517861
259,11450,305000000,-4.231316,-2.341863,-1.572701,-4.500341,-5.267897,-1.521468
260,11450,405000000,-4.231380,-2.441887,-1.572697,-4.495578,-5.367786,-1.521304
261,11450,505000000,-4.231480,-2.541904,-1.572700,-4.490652,-5.467665,-1.518362
262,11450,605000000,-4.230573,-2.642123,-1.568880,-4.484928,-5.564500,-1.515308
263,11450,705000000,-4.230338,-2.742131,-1.568882,-4.479154,-5.664334,-1.509755
264,11450,805000000,-4.230137,-2.832136,-1.568882,-4.473277,-5.754142,-1.504069
265,11450,905000000,-4.236005,-2.938875,-1.570743,-4.470418,-5.838506,-1.494937
266,11451,5000000,-4.235986,-3.038878,-1.570742,-4.461822,-5.938140,-1.480343
267,11451,105000000,-4.235972,-3.138880,-1.570736,-4.451673,-6.037632,-1.457861
268,11451,205000000,-4.225497,-3.242305,-1.562678,-4.437493,-6.141866,-1.430785
269,11451,305000000,-4.224479,-3.342300,-1.542863,-4.421884,-6.240670,-1.403016
270,11451,405000000,-4.215605,-3.441854,-1.400111,-4.401673,-6.338655,-1.335405
271,11451,505000000,-4.185504,-3.536744,-1.317946,-4.374847,-6.414853,-1.266577
272,11451,605000000,-4.158340,-3.633270,-1.317969,-4.342281,-6.505031,-1.199661
273,11451,705000000,-4.131774,-3.729880,-1.317966,-4.310519,-6.569779,-1.128266
274,11451,805000000,-4.123984,-3.820683,-1.329302,-4.269340,-6.628834,-1.052734
275,11451,905000000,-4.099260,-3.917683,-1.329302,-4.231676,-6.684686,-1.007746
276,11452,5000000,-4.074765,-4.014711,-1.329304,-4.179867,-6.761181,-0.961093
277,11452,105000000,-4.035985,-4.116694,-1.320310,-4.136464,-6.805076,-0.918888
278,11452,205000000,-4.010899,-4.213536,-1.320276,-4.076030,-6.878273,-0.860865
279,11452,305000000,-3.988381,-4.300701,-1.320285,-4.030688,-6.923927,-0.817042
280,11452,405000000,-3.970167,-4.397318,-1.324183,-3.969085,-6.998670,-0.776795
281,11452,505000000,-3.945650,-4.494281,-1.324183,-3.895510,-7.064921,-0.719514
282,11452,605000000,-3.921166,-4.591247,-1.324189,-3.817192,-7.128573,-0.666926
283,11452,705000000,-3.884679,-4.678733,-1.314213,-3.728998,-7.177101,-0.626185
284,11452,805000000,-3.859266,-4.775456,-1.314213,-3.644512,-7.235015,-0.600440
285,11452,905000000,-3.833855,-4.872178,-1.314214,-3.554768,-7.292370,-0.580751
286,11453,5000000,-3.820011,-4.960661,-1.322664,-3.467170,-7.347095,-0.555649
287,11453,105000000,-3.795441,-5.057596,-1.322601,-3.377050,-7.389508,-0.528435
288,11453,205000000,-3.770871,-5.154532,-1.322598,-3.288671,-7.438742,-0.500527
289,11453,305000000,-3.751281,-5.256820,-1.328177,-3.198716,-7.485223,-0.477770
290,11453,405000000,-3.727254,-5.353890,-1.328149,-3.107902,-7.529816,-0.449566
291,11453,505000000,-3.705627,-5.441254,-1.328149,-3.023320,-7.580229,-0.431499
292,11453,605000000,-3.673211,-5.520766,-1.322649,-2.930825,-7.620474,-0.403576
293,11453,705000000,-3.648649,-5.617702,-1.322649,-2.837113,-7.657457,-0.374400
294,11453,805000000,-3.624088,-5.714639,-1.322630,-2.742635,-7.692075,-0.348011
295,11453,905000000,-3.608926,-5.799267,-1.328354,-2.647362,-7.713292,-0.327540
296,11454,5000000,-3.584918,-5.896343,-1.328401,-2.551769,-7.743990,-0.313247
297,11454,105000000,-3.560914,-5.993419,-1.328373,-2.455889,-7.773477,-0.304250
298,11454,205000000,-3.536202,-6.078192,-1.327245,-2.349759,-7.784394,-0.283195
299,11454,305000000,-3.512087,-6.175240,-1.327245,-2.253131,-7.810829,-0.266606
300,11454,405000000,-3.487972,-6.272289,-1.327247,-2.156204,-7.835944,-0.258950
301,11454,505000000,-3.468915,-6.364246,-1.292478,-2.059989,-7.873473,-0.248941
302,11454,605000000,-3.434791,-6.458228,-1.144818,-1.962632,-7.896564,-0.230763
303,11454,705000000,-3.388743,-6.536009,-0.970050,-1.874711,-7.915630,-0.211829
304,11454,805000000,-3.324574,-6.612521,-0.879336,-1.789867,-7.941166,-0.205841
