frame_index,stamp_sec,stamp_nsec,base_link_x,base_link_y,base_link_yaw,base_link_op_x,base_link_op_y,base_link_op_yaw
305,11454,905000000,-3.257422,-6.687784,-0.879320,-1.691705,-7.960344,-0.195530
306,11455,5000000,-3.190461,-6.762911,-0.836405,-1.593356,-7.978454,-0.180408
307,11455,105000000,-3.115912,-6.831420,-0.697282,-1.496510,-8.001597,-0.171198
308,11455,205000000,-3.031818,-6.887229,-0.526154,-1.397788,-8.017456,-0.156956
309,11455,305000000,-2.936666,-6.925121,-0.409699,-1.299091,-8.031441,-0.146390
310,11455,405000000,-2.837811,-6.948127,-0.411494,-1.198713,-8.024861,-0.130764
311,11455,505000000,-2.744951,-6.986598,-0.411439,-1.099395,-8.037524,-0.134928
312,11455,605000000,-2.643643,-7.006965,-0.376248,-1.000251,-8.051021,-0.137441
313,11455,705000000,-2.547775,-7.036906,-0.270836,-0.916874,-8.076033,-0.141408
314,11455,805000000,-2.450261,-7.061254,-0.270960,-0.817787,-8.089466,-0.124880
315,11455,905000000,-2.353040,-7.086207,-0.265520,-0.718439,-8.100736,-0.109752
316,11456,5000000,-2.244430,-7.091303,-0.145444,-0.621087,-8.110054,-0.097664
317,11456,105000000,-2.143991,-7.095278,0.030335,-0.521504,-8.118964,-0.091925
318,11456,205000000,-2.045477,-7.075569,0.145323,-0.421882,-8.127383,-0.084307
319,11456,305000000,-1.946183,-7.056579,0.145284,-0.330620,-8.152623,-0.088230
320,11456,405000000,-1.856871,-7.040316,0.145293,-0.240941,-8.159600,-0.070408
321,11456,505000000,-1.773336,-7.017834,0.141469,-0.141113,-8.165225,-0.054319
322,11456,605000000,-1.674184,-7.002052,0.141525,-0.046024,-8.165379,-0.042845
323,11456,705000000,-1.575073,-6.986744,0.141602,0.053904,-8.168943,-0.040724
324,11456,805000000,-1.487521,-6.954195,0.147925,0.153829,-8.172465,-0.036786
325,11456,905000000,-1.388556,-6.938846,0.147916,0.265842,-8.162207,-0.026455
326,11457,5000000,-1.283517,-6.930240,0.135492,0.365795,-8.164666,-0.029867
327,11457,105000000,-1.184027,-6.919787,0.048746,0.465730,-8.167688,-0.033566
328,11457,205000000,-1.083965,-6.922076,-0.094072,0.578584,-8.167113,-0.025010
329,11457,305000000,-0.982863,-6.941835,-0.144878,0.678540,-8.169380,-0.023927
330,11457,405000000,-0.883948,-6.958609,-0.144870,0.778501,-8.171468,-0.017737
331,11457,505000000,-0.785023,-6.974741,-0.144871,0.873296,-8.174722,-0.015933
332,11457,605000000,-0.583378,-7.007664,-0.151823,1.073264,-8.174988,0.007557
333,11457,705000000,-0.494426,-7.021902,-0.151820,1.163236,-8.173708,0.014119
334,11457,805000000,-0.395585,-7.037479,-0.151813,1.255002,-8.178255,0.018093
335,11457,905000000,-0.292183,-7.031718,-0.139664,1.354963,-8.175540,0.030826
336,11458,5000000,-0.193016,-7.044750,-0.087031,1.454874,-8.171316,0.043682
337,11458,105000000,-0.089281,-7.036012,0.002330,1.556811,-8.163494,0.054163
338,11458,205000000,0.010790,-7.034696,0.002383,1.656649,-8.157454,0.059206
339,11458,305000000,0.110847,-7.033576,0.002389,1.756458,-8.151105,0.063630
340,11458,405000000,0.219812,-7.046308,-0.005918,1.858078,-8.142689,0.070594
341,11458,505000000,0.319846,-7.046394,-0.005914,1.957789,-8.135052,0.078747
342,11458,605000000,0.419871,-7.046614,-0.005912,2.057406,-8.126264,0.089528
343,11458,705000000,0.517287,-7.046714,0.086118,2.157651,-8.123395,0.099284
344,11458,805000000,0.616244,-7.031124,0.155458,2.257001,-8.111929,0.119312
345,11458,905000000,0.714920,-7.013782,0.155406,2.356128,-8.098611,0.138383
346,11459,5000000,0.802003,-6.979525,0.165640,2.441619,-8.072063,0.163456
347,11459,105000000,0.900564,-6.962066,0.165648,2.540157,-8.054880,0.171233
348,11459,205000000,0.999146,-6.944878,0.165647,2.638456,-8.036376,0.194875
349,11459,305000000,1.092761,-6.937931,0.161685,2.728888,-8.021687,0.237214
350,11459,405000000,1.191433,-6.921475,0.161681,2.825473,-7.995515,0.278000
351,11459,505000000,1.290113,-6.905122,0.161685,2.920661,-7.964518,0.320619
352,11459,605000000,1.387230,-6.889397,0.164013,3.011895,-7.923032,0.358197
353,11459,705000000,1.485880,-6.872941,0.164000,3.104471,-7.884836,0.389560
354,11459,805000000,1.584533,-6.856527,0.163957,3.196106,-7.844449,0.421417
355,11459,905000000,1.681214,-6.836869,0.165721,3.276859,-7.799901,0.495489
356,11460,5000000,1.779841,-6.820329,0.165719,3.338746,-7.758835,0.563122
357,11460,105000000,1.868607,-6.805452,0.165728,3.410113,-7.709602,0.594217
358,11460,205000000,1.975932,-6.794492,0.163851,3.484145,-7.659311,0.610710
359,11460,305000000,2.074592,-6.778167,0.163849,3.562861,-7.599310,0.658374
360,11460,405000000,2.173248,-6.761816,0.169341,3.639306,-7.535197,0.713274
361,11460,505000000,2.270102,-6.741155,0.282227,3.688107,-7.487087,0.755851
362,11460,605000000,2.363015,-6.703487,0.435238,3.756889,-7.416101,0.808102
363,11460,705000000,2.452731,-6.658660,0.438294,3.806061,-7.358317,0.854508
364,11460,805000000,2.539089,-6.609929,0.440451,3.857220,-7.284058,0.904512
365,11460,905000000,2.629024,-6.565805,0.440449,3.913532,-7.205272,0.953599
366,11461,5000000,2.719094,-6.522060,0.444205,3.967896,-7.122700,0.993497
367,11461,105000000,2.802703,-6.482854,0.534189,4.019128,-7.036733,1.030651
368,11461,205000000,2.884169,-6.424393,0.680780,4.078509,-6.943634,1.060648
369,11461,305000000,2.955526,-6.353345,0.821730,4.124104,-6.853379,1.116434
370,11461,405000000,3.018469,-6.285266,0.955984,4.148907,-6.792026,1.154365
371,11461,505000000,3.067799,-6.196547,1.033480,4.185561,-6.702362,1.175863
372,11461,605000000,3.108164,-6.103286,1.038438,4.230534,-6.616383,1.188769
373,11461,705000000,3.156774,-6.014909,1.041381,4.265081,-6.522782,1.220395
374,11461,805000000,3.202723,-5.925350,1.136028,4.297018,-6.427561,1.256800
375,11461,905000000,3.224722,-5.815085,1.304264,4.324745,-6.330603,1.308946
376,11462,5000000,3.238981,-5.714897,1.489270,4.351633,-6.224313,1.345365
377,11462,105000000,3.232671,-5.613273,1.689832,4.371501,-6.125175,1.373022
378,11462,205000000,3.197255,-5.500902,1.777564,4.388709,-6.025584,1.392910
379,11462,305000000,3.171374,-5.402333,1.777574,4.399332,-5.927787,1.412954
380,11462,405000000,3.112629,-5.290876,1.800661,4.412981,-5.827852,1.429732
381,11462,505000000,3.083121,-5.194226,1.906610,4.425308,-5.727867,1.450828
382,11462,605000000,3.039107,-5.103147,2.088269,4.435186,-5.627714,1.469630
383,11462,705000000,2.986916,-5.034938,2.145339,4.424998,-5.525857,1.488225
384,11462,805000000,2.928401,-4.952250,2.145354,4.431553,-5.425634,1.500019
385,11462,905000000,2.865161,-4.871091,2.146010,4.437308,-5.325446,1.518139
386,11463,5000000,2.808598,-4.787817,2.146011,4.441238,-5.208378,1.535721
387,11463,105000000,2.730548,-4.700057,2.155241,4.442402,-5.108250,1.566225
388,11463,205000000,2.674179,-4.617004,2.155238,4.439893,-5.008116,1.595439
389,11463,305000000,2.618550,-4.533735,2.155245,4.428662,-4.897223,1.638879
390,11463,405000000,2.568347,-4.442173,2.144491,4.418036,-4.797578,1.704642
391,11463,505000000,2.513801,-4.358255,2.144491,4.402305,-4.722709,1.781803
392,11463,605000000,2.452490,-4.275965,2.143911,4.350128,-4.658413,1.856660
393,11463,705000000,2.398126,-4.191978,2.143913,4.319359,-4.570764,1.924855
394,11463,805000000,2.349227,-4.116384,2.143924,4.292625,-4.514528,1.968493
395,11463,905000000,2.282402,-4.047865,2.149648,4.257302,-4.417747,2.021549
396,11464,5000000,2.227651,-3.964167,2.149646,4.220236,-4.356307,2.108736
397,11464,105000000,2.172915,-3.880464,2.149644,4.179225,-4.300274,2.180781
398,11464,205000000,2.116190,-3.799998,2.147581,4.116708,-4.238544,2.237931
399,11464,305000000,2.061644,-3.716179,2.147587,4.056363,-4.167610,2.291830
400,11464,405000000,2.007018,-3.632414,2.157084,4.005485,-4.117221,2.335803
401,11464,505000000,1.971754,-3.539847,2.240493,3.942538,-4.057845,2.385241
402,11464,605000000,1.908539,-3.462270,2.240140,3.886019,-4.011302,2.433726
403,11464,705000000,1.851853,-3.392301,2.240138,3.809960,-3.951264,2.495370
404,11464,805000000,1.782992,-3.311647,2.243090,3.754983,-3.915138,2.534338
405,11464,905000000,1.720273,-3.233729,2.243092,3.676651,-3.851034,2.585799
406,11465,5000000,1.657501,-3.155849,2.243092,3.583134,-3.798722,2.634625
407,11465,105000000,1.584224,-3.088226,2.250968,3.490759,-3.752137,2.684829
408,11465,205000000,1.521243,-3.010545,2.250944,3.400388,-3.708594,2.709462
409,11465,305000000,1.458277,-2.932853,2.250980,3.307450,-3.668825,2.748044
410,11465,405000000,1.401648,-2.852427,2.246978,3.212292,-3.632614,2.775975
411,11465,505000000,1.339024,-2.774460,2.246963,3.116034,-3.598841,2.811464
412,11465,605000000,1.276413,-2.696485,2.246991,3.002488,-3.578505,2.837025
413,11465,705000000,1.220066,-2.626305,2.247027,2.914401,-3.552793,2.853165
414,11465,805000000,1.155310,-2.563375,2.257571,2.816608,-3.525659,2.865006
415,11465,905000000,1.091894,-2.486054,2.257568,2.718707,-3.499797,2.888552
416,11466,5000000,1.028481,-2.408731,2.257567,2.612578,-3.465031,2.899264
417,11466,105000000,0.965071,-2.331405,2.257617,2.514185,-3.442827,2.928572
418,11466,205000000,0.894901,-2.244521,2.261725,2.415316,-3.423598,2.947228
419,11466,305000000,0.837543,-2.175165,2.261726,2.327889,-3.393999,2.959931
420,11466,405000000,0.773815,-2.098102,2.261727,2.228812,-3.377412,2.972123
421,11466,505000000,0.710088,-2.021038,2.261716,2.129726,-3.361536,2.975870
422,11466,605000000,0.646097,-1.942814,2.259117,2.030539,-3.342755,2.951574
423,11466,705000000,0.582724,-1.865459,2.239602,1.932882,-3.320560,2.877017
424,11466,805000000,0.525035,-1.783814,2.120505,1.862378,-3.297356,2.830541
425,11466,905000000,0.484340,-1.703318,1.987009,1.766477,-3.292535,2.792871
426,11467,5000000,0.457021,-1.595843,1.814005,1.700439,-3.262727,2.725577
427,11467,105000000,0.445457,-1.495390,1.626023,1.639258,-3.230347,2.666298
428,11467,205000000,0.454332,-1.393963,1.465845,1.584891,-3.193628,2.596149
429,11467,305000000,0.470589,-1.293435,1.466449,1.530576,-3.155247,2.540732
430,11467,405000000,0.519356,-1.191279,1.454678,1.478930,-3.113660,2.478678
431,11467,505000000,0.533998,-1.091406,1.454681,1.403594,-3.060111,2.441781
432,11467,605000000,0.547782,-0.991676,1.454680,1.330977,-2.995729,2.419691
433,11467,705000000,0.560942,-0.892053,1.454680,1.258673,-2.926774,2.370017
434,11467,805000000,0.603831,-0.787279,1.449659,1.196653,-2.844353,2.311069
435,11467,905000000,0.616709,-0.687859,1.447111,1.148747,-2.784755,2.267797
436,11468,6000000,0.680475,-0.485529,1.163541,1.028724,-2.625972,2.190626
437,11468,105000000,0.726596,-0.407181,1.007757,0.977285,-2.549468,2.160833
438,11468,205000000,0.784693,-0.324420,1.007026,0.926659,-2.476858,2.125969
439,11468,305000000,0.871915,-0.236641,1.000023,0.874448,-2.385329,2.086002
440,11468,405000000,0.927647,-0.153146,1.000105,0.827384,-2.295927,2.051996
441,11468,505000000,0.983019,-0.069502,1.000181,0.782469,-2.204968,2.027578
442,11468,605000000,1.053229,0.026100,0.997841,0.739941,-2.112788,2.006344
443,11468,705000000,1.108188,0.109854,0.997983,0.699591,-2.029486,1.989181
444,11468,805000000,1.157495,0.185297,0.998094,0.664521,-1.945299,1.969356
445,11468,905000000,1.212177,0.272373,1.002791,0.627137,-1.851429,1.946776
446,11469,5000000,1.266240,0.356578,1.002928,0.592228,-1.756789,1.925471
447,11469,105000000,1.360643,0.437287,0.988839,0.568337,-1.664115,1.908539
448,11469,205000000,1.415736,0.520782,0.988938,0.536704,-1.568645,1.894242
449,11469,305000000,1.470777,0.604300,0.989087,0.506085,-1.472976,1.878512
450,11469,405000000,1.525774,0.687838,0.989228,0.469224,-1.361983,1.866646
451,11469,505000000,1.581695,0.773127,0.995156,0.441820,-1.265528,1.840073
452,11469,605000000,1.636152,0.857008,0.995274,0.417382,-1.168333,1.817819
453,11469,705000000,1.690584,0.940902,0.995473,0.393038,-1.075387,1.797699
454,11469,805000000,1.753727,1.000742,0.987370,0.374815,-0.987222,1.778603
455,11469,905000000,1.808814,1.084204,0.987476,0.355988,-0.888908,1.757408
456,11470,5000000,1.863885,1.167675,0.987688,0.364903,-0.770609,1.727243
457,11470,105000000,1.923435,1.246699,0.979869,0.349748,-0.671729,1.741349
458,11470,205000000,1.979139,1.329748,0.980006,0.332524,-0.573224,1.746529
459,11470,305000000,2.034832,1.412804,0.980127,0.338687,-0.473519,1.736105
460,11470,405000000,2.087412,1.500259,0.986188,0.322827,-0.374823,1.721632
461,11470,505000000,2.142591,1.583658,0.986309,0.309370,-0.275774,1.699978
462,11470,605000000,2.192243,1.658722,0.986442,0.301234,-0.191760,1.691443
463,11470,705000000,2.238000,1.737877,0.991698,0.290262,-0.092404,1.669792
464,11470,805000000,2.292718,1.821578,0.991804,0.283634,0.007344,1.605817
465,11470,905000000,2.347429,1.905284,0.991937,0.280407,0.077084,1.552213
466,11471,5000000,2.395558,1.995218,0.993492,0.286832,0.172611,1.472211
467,11471,105000000,2.450129,2.079016,0.993559,0.300615,0.243410,1.388789
468,11471,205000000,2.504693,2.162817,0.993680,0.334645,0.316677,1.319233
469,11471,305000000,2.569021,2.244444,0.994884,0.356642,0.380378,1.256447
470,11471,405000000,2.623476,2.328317,0.994962,0.382465,0.441802,1.195974
471,11471,505000000,2.672480,2.403806,0.995034,0.426322,0.502014,1.145244
472,11471,605000000,2.721670,2.477385,0.999495,0.458499,0.560432,1.079655
473,11471,705000000,2.775741,2.561507,0.999572,0.510350,0.648038,1.043938
474,11471,805000000,2.829801,2.645634,0.999638,0.586929,0.727991,0.988062
475,11471,905000000,2.892476,2.721276,0.990269,0.644437,0.807810,0.929574
476,11472,5000000,2.947317,2.804897,0.990346,0.693797,0.866307,0.887800
477,11472,105000000,2.996669,2.880159,0.990401,0.760224,0.945888,0.854649
478,11472,205000000,3.039240,2.979964,1.002828,0.828441,1.018663,0.813541
479,11472,305000000,3.093027,3.064267,1.002911,0.900450,1.089871,0.765731
480,11472,405000000,3.146807,3.148574,1.002989,0.973671,1.153155,0.732594
481,11472,505000000,3.229364,3.210090,0.987458,1.051665,1.219480,0.697001
482,11472,605000000,3.284439,3.293557,0.987536,1.132145,1.282884,0.670002
483,11472,706000000,3.339509,3.377027,0.987587,1.213900,1.344394,0.637036
484,11472,805000000,3.388421,3.449034,0.984274,1.318689,1.408726,0.599321
485,11472,905000000,3.443763,3.532325,0.984348,1.404309,1.463902,0.564138
486,11473,5000000,3.493564,3.607291,0.984407,1.483021,1.510759,0.543347
487,11473,105000000,3.549520,3.678441,0.981790,1.571012,1.561027,0.508592
488,11473,205000000,3.605068,3.761594,0.981856,1.657953,1.605945,0.471922
489,11473,305000000,3.659351,3.845563,1.043018,1.749049,1.649246,0.427469
490,11473,405000000,3.701027,3.920958,1.197473,1.842034,1.688145,0.396943
491,11473,505000000,3.726903,4.017992,1.383936,1.935993,1.724270,0.359426
492,11473,605000000,3.731949,4.119033,1.579854,2.050249,1.747138,0.334044
493,11473,705000000,3.722589,4.220356,1.605624,2.145905,1.777763,0.313034
494,11473,805000000,3.703113,4.315694,1.608991,2.232325,1.803688,0.302369
495,11473,905000000,3.695909,4.416351,1.608992,2.328524,1.831885,0.287340
496,11474,5000000,3.687126,4.513132,1.608465,2.453724,1.839121,0.268912
497,11474,105000000,3.681409,4.613447,1.627743,2.550384,1.865191,0.280359
498,11474,205000000,3.668588,4.713002,1.768596,2.646379,1.893398,0.302183
499,11474,305000000,3.598970,4.811799,1.987011,2.741580,1.903849,0.310107
500,11474,405000000,3.545342,4.897867,2.168911,2.836381,1.935657,0.343685
501,11474,505000000,3.487928,4.982199,2.164312,2.929247,1.972736,0.407146
502,11474,605000000,3.427941,5.063683,2.164286,3.002287,1.993462,0.446943
503,11474,705000000,3.369078,5.145570,2.164347,3.086933,2.038446,0.510481
504,11474,805000000,3.310998,5.221840,2.202473,3.139403,2.072660,0.542707
505,11474,905000000,3.246022,5.298584,2.322587,3.221864,2.125642,0.607751
506,11475,5000000,3.170180,5.364927,2.458058,3.277795,2.170378,0.650247
507,11475,105000000,3.079705,5.427295,2.460945,3.350654,2.230652,0.711597
508,11475,205000000,2.999832,5.488478,2.460986,3.400742,2.280768,0.750722
509,11475,305000000,2.914765,5.546374,2.462355,3.467578,2.348275,0.809614
510,11475,405000000,2.833723,5.605519,2.560487,3.513969,2.403642,0.850494
511,11475,505000000,2.745270,5.653229,2.695353,3.573363,2.474600,0.915124
512,11475,605000000,2.650029,5.686342,2.868001,3.629996,2.555351,0.965190
513,11475,705000000,2.545912,5.707299,2.971545,3.684704,2.639590,0.993564
514,11475,805000000,2.445367,5.719787,2.971546,3.737671,2.726129,1.013061
515,11475,905000000,2.345692,5.735073,2.968942,3.793786,2.813986,1.035667
516,11476,5000000,2.255977,5.748251,2.968943,3.838273,2.895062,1.071416
517,11476,105000000,2.156382,5.761707,3.034426,3.884592,2.985970,1.105308
518,11476,205000000,2.055907,5.764333,-3.108899,3.927487,3.078418,1.136964
519,11476,305000000,1.951656,5.742179,-3.025412,3.965867,3.183434,1.167672
520,11476,405000000,1.852010,5.727499,-3.025410,4.003678,3.277668,1.182007
521,11476,505000000,1.750722,5.705195,-3.027200,4.041067,3.371824,1.187805
522,11476,605000000,1.651198,5.692183,-3.027202,4.077552,3.466108,1.199211
523,11476,705000000,1.452279,5.667401,-3.027201,4.106913,3.551574,1.216397
524,11476,805000000,1.350169,5.637061,-3.016795,4.171515,3.742278,1.259307
525,11476,905000000,1.260823,5.625454,-3.016791,4.197331,3.828936,1.280467
526,11477,5000000,1.161568,5.612719,-3.016793,4.206309,3.934653,1.305214
527,11477,105000000,1.057686,5.581508,-3.087475,4.230771,4.031944,1.322577
528,11477,205000000,0.957610,5.579880,-3.121389,4.254072,4.129440,1.339586
529,11477,305000000,0.857494,5.579311,-3.121387,4.275194,4.226158,1.389847
530,11477,405000000,0.757424,5.572002,-3.121442,4.284951,4.304310,1.448650
531,11477,505000000,0.657409,5.570369,-3.121442,4.292698,4.398945,1.507042
532,11477,605000000,0.557402,5.568647,-3.121445,4.294554,4.465954,1.546064
533,11477,705000000,0.457995,5.579010,-3.129135,4.293146,4.559763,1.599036
534,11477,805000000,0.357990,5.577923,-3.129124,4.285769,4.630495,1.646336
535,11477,905000000,0.257988,5.576791,-3.129129,4.265325,4.731237,1.699043
536,11478,5000000,0.170604,5.577092,-3.132955,4.252492,4.792779,1.738886
537,11478,105000000,0.070603,5.576286,-3.132988,4.233184,4.885380,1.792515
538,11478,205000000,-0.029396,5.575468,-3.132991,4.190507,4.967361,1.849213
539,11478,305000000,-0.120550,5.560353,-3.126773,4.161537,5.058258,1.887325
540,11478,405000000,-0.220541,5.558891,-3.126772,4.126918,5.150364,1.939621
541,11478,505000000,-0.320531,5.557422,-3.126774,4.072290,5.242929,1.987054
542,11478,605000000,-0.427528,5.536594,-3.116194,4.027320,5.333727,2.036745
543,11478,705000000,-0.527496,5.534061,-3.116215,3.978368,5.423064,2.085060
544,11478,805000000,-0.627464,5.531527,-3.116218,3.905708,5.531803,2.173532
545,11478,905000000,-0.723787,5.542569,-3.124444,3.857337,5.590596,2.228542
546,11479,5000000,-0.813774,5.541024,-3.124440,3.800337,5.658513,2.278815
547,11479,105000000,-0.913759,5.539308,-3.124441,3.732113,5.730801,2.330228
548,11479,205000000,-1.031773,5.527978,-3.123658,3.657343,5.804426,2.377278
549,11479,305000000,-1.131757,5.526175,-3.123680,3.579078,5.872229,2.412915
550,11479,405000000,-1.231741,5.524387,-3.123695,3.502421,5.937075,2.447809
551,11479,505000000,-1.333272,5.524325,-3.119325,3.391536,6.001750,2.513922
552,11479,605000000,-1.433247,5.522099,-3.119332,3.326633,6.042870,2.556128
553,11479,705000000,-1.533222,5.519873,-3.119334,3.244592,6.093715,2.593291
554,11479,805000000,-1.613116,5.513561,-3.118207,3.156299,6.134349,2.619734
555,11479,905000000,-1.713089,5.511222,-3.118209,3.068799,6.181621,2.649622
556,11480,5000000,-1.813061,5.508883,-3.118210,2.979005,6.226053,2.680231
557,11480,105000000,-1.900097,5.514285,-3.119403,2.887751,6.268361,2.714591
558,11480,205000000,-2.000073,5.512065,-3.119407,2.775989,6.296404,2.755026
559,11480,305000000,-2.100048,5.509846,-3.119404,2.681733,6.332305,2.777967
560,11480,405000000,-2.204356,5.512532,-3.123427,2.586654,6.365920,2.796923
561,11480,505000000,-2.304340,5.510715,-3.123426,2.491110,6.397969,2.825308
562,11480,605000000,-2.404323,5.508898,-3.123429,2.391664,6.419569,2.855440
563,11480,705000000,-2.500717,5.498821,-3.119013,2.294514,6.445769,2.883043
564,11480,805000000,-2.600692,5.496562,-3.119002,2.196561,6.468466,2.926522
565,11480,905000000,-2.700571,5.492098,-3.045245,2.097716,6.486662,2.955560
566,11481,5000000,-2.781617,5.473141,-2.885463,2.007262,6.502413,2.973931
567,11481,105000000,-2.874881,5.435738,-2.680024,1.907922,6.516643,2.994223
568,11481,205000000,-2.959940,5.380869,-2.591828,1.808431,6.529244,3.016614
569,11481,305000000,-3.035898,5.318483,-2.588828,1.714808,6.539254,3.029800
570,11481,405000000,-3.119643,5.261747,-2.588799,1.615348,6.548521,3.034363
571,11481,505000000,-3.204054,5.207068,-2.588799,1.515778,6.557940,3.048145
572,11481,605000000,-3.288896,5.157199,-2.563314,1.426917,6.572423,3.059385
573,11481,705000000,-3.368983,5.097004,-2.432676,1.326980,6.579192,3.081730
574,11481,805000000,-3.438776,5.024736,-2.283950,1.226957,6.583464,3.098506
575,11481,905000000,-3.496029,4.938258,-2.207229,1.132418,6.612427,3.109928
576,11482,5000000,-3.547079,4.863192,-2.206880,1.042422,6.613332,3.132760
577,11482,105000000,-3.589630,4.771389,-2.199141,0.942381,6.612112,-3.127667
578,11482,205000000,-3.647110,4.689065,-2.199119,0.841209,6.597832,-3.113020
579,11482,305000000,-3.704953,4.607134,-2.199120,0.741264,6.594071,-3.112266
580,11482,405000000,-3.760434,4.522316,-2.197317,0.641327,6.590611,-3.113644
581,11482,505000000,-3.818242,4.440533,-2.169832,0.543261,6.584785,-3.108955
582,11482,605000000,-3.869307,4.354418,-2.038532,0.443351,6.581063,-3.106935
583,11482,705000000,-3.907445,4.268778,-1.882054,0.343455,6.577118,-3.101219
584,11482,805000000,-3.928196,4.170009,-1.791423,0.250481,6.588968,-3.101227
585,11482,905000000,-3.946585,4.070881,-1.791423,0.150636,6.583950,-3.084593
586,11483,5000000,-3.965942,3.972175,-1.791422,0.050889,6.577202,-3.074183
587,11483,105000000,-3.973587,3.879942,-1.788081,-0.037498,6.563670,-3.065948
588,11483,205000000,-3.993840,3.781707,-1.788086,-0.137151,6.555620,-3.065896
589,11483,305000000,-4.014463,3.683635,-1.788081,-0.236817,6.547782,-3.065160
590,11483,405000000,-4.035357,3.585683,-1.788040,-0.327577,6.526347,-3.058425
591,11483,505000000,-4.052885,3.494900,-1.788413,-0.427210,6.518110,-3.063823
592,11483,605000000,-4.070686,3.396440,-1.687839,-0.526894,6.510516,-3.067531
593,11483,705000000,-4.053620,3.277281,-1.615809,-0.629823,6.510738,-3.066455
594,11483,805000000,-4.056845,3.177127,-1.635664,-0.729484,6.502812,-3.058206
595,11483,905000000,-4.056472,3.163712,-1.658489,-0.829063,6.493888,-3.048429
596,11484,5000000,-4.066338,3.166484,-1.670371,-0.938860,6.465775,-3.033568
597,11484,105000000,-4.065624,3.175759,-1.670378,-1.038272,6.455139,-3.041966
598,11484,205000000,-4.064178,3.191726,-1.670380,-1.127811,6.446385,-3.046415
599,11484,305000000,-4.068373,3.205286,-1.682414,-1.235156,6.453404,-3.049558
600,11484,405000000,-4.066867,3.219406,-1.682414,-1.334658,6.443603,-3.035322
601,11484,505000000,-4.065426,3.232764,-1.682433,-1.433977,6.432070,-3.020200
602,11484,605000000,-4.070416,3.243720,-1.674395,-1.538374,6.421947,-3.015731
603,11484,705000000,-4.069354,3.254234,-1.674394,-1.637476,6.408632,-3.006000
604,11484,805000000,-4.068452,3.263122,-1.674394,-1.736455,6.394414,-3.000319
605,11484,905000000,-4.067699,3.270524,-1.674394,-1.838166,6.384689,-2.996293
